Do,Ph,ORP,EC,TDS,Water_Temp,CDO,CpH,CORP,CEC,CTDS,CWT,wqc
4.807,6.863,364.014,1602.151,44.966,24.913,2,3,3,1,2,3,Polluted
4.755,7.028,391.328,243.011,41.056,24.718,2,3,3,3,2,3,Unpolluted
4.755,6.89,115.279,262.366,46.921,24.522,2,3,2,3,2,3,Polluted
4.609,6.863,87.981,283.871,44.966,24.62,2,3,2,3,2,3,Polluted
4.139,6.863,60.668,275.269,43.011,25.206,2,3,2,3,2,3,Polluted
4.308,7.11,33.298,238.71,41.056,24.718,2,3,2,3,2,3,Polluted
4.051,6.808,6.057,1578.495,50.831,25.011,2,3,1,1,3,3,Polluted
4.101,7.028,21.321,270.968,50.831,24.815,2,3,1,3,3,3,Polluted
4.308,7,48.61,273.118,46.921,24.033,2,3,2,3,2,3,Polluted
4.423,6.973,75.948,1556.989,29.326,23.545,2,3,2,1,2,3,Polluted
4.205,7.055,103.229,1593.548,50.831,24.229,2,3,2,1,3,3,Polluted
4.101,6.808,130.477,1163.441,43.011,24.424,2,3,2,4,2,3,Polluted
4.854,7.11,157.856,255.914,43.011,23.545,2,3,2,3,2,3,Polluted
4.558,6.89,185.161,1124.731,46.921,24.033,2,3,2,4,2,3,Polluted
5.064,7,212.385,264.516,50.831,23.056,2,3,2,3,3,3,Polluted
5.285,6.808,239.69,1574.193,50.831,23.545,2,3,2,1,3,3,Polluted
5.118,6.835,267.004,1576.344,50.831,24.522,2,3,2,1,3,3,Polluted
4.506,6.863,294.293,268.817,44.966,24.131,2,3,2,3,2,3,Polluted
4.558,6.808,321.72,1580.645,41.056,24.522,2,3,3,1,2,3,Polluted
4.432,6.863,349.026,1587.097,44.966,25.109,2,3,3,1,2,3,Polluted
4.286,6.863,376.364,1593.548,50.831,25.206,2,3,3,1,3,3,Polluted
4.558,7.11,403.75,1569.892,41.056,24.327,2,3,3,1,2,3,Polluted
4.558,6.973,102.823,1559.14,29.326,24.327,2,3,2,1,2,3,Polluted
4.661,6.863,75.591,615.054,43.011,24.229,2,3,2,4,2,3,Polluted
4.965,7.028,48.294,270.968,29.326,23.74,2,3,2,3,2,3,Polluted
4.367,7.11,20.932,279.57,46.921,23.642,2,3,1,3,2,3,Polluted
4.688,6.863,6.333,279.57,46.921,23.642,2,3,1,3,2,3,Polluted
5.02,6.808,33.654,277.419,29.326,23.251,2,3,2,3,2,3,Polluted
5.396,6.808,61.017,268.817,41.056,23.056,2,3,2,3,2,3,Polluted
5.816,7.11,88.322,1574.193,46.921,22.176,2,3,2,1,2,3,Polluted
5.12,6.808,115.66,1569.892,43.011,22.665,2,3,2,1,2,3,Polluted
5.02,6.835,142.916,1589.247,43.011,23.056,2,3,2,1,2,3,Polluted
4.743,7.165,170.23,1572.043,50.831,23.642,2,3,2,1,3,3,Polluted
4.589,6.89,197.535,1569.892,41.056,23.74,2,3,2,1,2,3,Polluted
4.965,6.808,224.865,279.57,29.326,23.74,2,3,2,3,2,3,Polluted
4.308,6.835,252.276,772.043,43.011,24.522,2,3,2,4,2,3,Polluted
4.454,6.808,279.508,270.968,43.011,24.424,2,3,2,3,2,3,Polluted
4.713,7.11,306.781,1578.495,41.056,24.62,2,3,3,1,2,3,Polluted
4.661,6.808,334.07,275.269,43.011,24.522,2,3,3,3,2,3,Unpolluted
4.609,7.11,361.457,883.871,41.056,24.522,2,3,3,4,2,3,Unpolluted
4.139,6.808,388.754,264.516,41.056,25.011,2,3,3,3,2,3,Unpolluted
4.558,6.973,117.853,1580.645,43.011,24.718,2,3,2,1,2,3,Polluted
4.139,6.835,90.547,1587.097,43.011,25.011,2,3,2,1,2,3,Polluted
4.35,6.863,63.218,277.419,44.966,24.131,2,3,2,3,2,3,Polluted
4.256,6.808,35.929,253.763,43.011,24.131,2,3,2,3,2,3,Polluted
3.997,7.028,8.648,1554.839,43.011,24.718,1,3,1,1,2,3,Polluted
4.308,6.808,18.682,268.817,29.326,24.424,2,3,1,3,2,3,Polluted
4.965,6.89,46.012,1569.892,41.056,23.74,2,3,2,1,2,3,Polluted
4.454,6.835,73.252,1249.462,43.011,24.229,2,3,2,4,2,3,Polluted
4.558,6.835,100.598,286.022,43.011,24.62,2,3,2,3,2,3,Polluted
4.609,6.89,127.871,283.871,44.966,24.327,2,3,2,3,2,3,Polluted
4.713,6.808,155.152,1569.892,44.966,24.815,2,3,2,1,2,3,Polluted
4.286,6.863,182.506,264.516,29.326,25.109,2,3,2,3,2,3,Polluted
4.558,6.863,209.835,1565.591,50.831,24.913,2,3,2,1,3,3,Polluted
4.09,7.11,237.076,1296.774,41.056,25.109,2,3,2,4,2,3,Polluted
4.35,6.835,264.291,290.323,44.966,24.718,2,3,2,3,2,3,Polluted
4.139,6.89,291.523,1569.892,44.966,25.206,2,3,2,1,2,3,Polluted
4.256,7.11,318.812,1563.441,33.236,24.424,2,3,3,1,2,3,Polluted
3.893,6.863,346.183,1576.344,46.921,24.62,1,3,3,1,2,3,Polluted
4.402,7.055,373.537,253.763,37.146,24.033,2,3,3,3,2,3,Unpolluted
4.257,6.89,400.826,1563.441,29.326,23.936,2,3,3,1,2,3,Polluted
4.965,7.028,105.789,243.011,41.056,23.349,2,3,2,3,2,3,Polluted
4.659,6.973,78.581,255.914,44.966,22.958,2,3,2,3,2,3,Polluted
5.296,6.863,51.284,268.817,41.056,22.176,2,3,2,3,2,3,Polluted
4.895,6.89,24.019,1587.097,44.966,22.176,2,3,1,1,2,3,Polluted
5.179,6.808,3.286,260.215,41.056,22.372,2,3,1,3,2,3,Polluted
4.367,6.808,30.51,251.613,44.966,23.251,2,3,2,3,2,3,Polluted
5.179,6.863,57.823,1569.892,44.966,22.958,2,3,2,1,2,3,Polluted
4.854,6.863,85.21,1559.14,46.921,23.545,2,3,2,1,2,3,Polluted
4.854,7.11,112.532,1593.548,46.921,23.838,2,3,2,1,2,3,Polluted
4.402,7.055,139.967,1587.097,44.966,24.424,2,3,2,1,2,3,Polluted
4.558,6.835,167.297,264.516,25.416,24.913,2,3,2,3,2,3,Polluted
5.066,6.835,194.725,264.516,33.236,24.424,2,3,2,3,2,3,Polluted
4.661,7.11,222.038,1574.193,50.831,24.327,2,3,2,1,3,3,Polluted
4.402,7.028,249.417,283.871,43.011,24.913,2,3,2,3,2,3,Polluted
4.35,7.11,276.73,277.419,44.966,24.522,2,3,2,3,2,3,Polluted
4.35,6.808,304.011,1552.688,41.056,24.522,2,3,3,1,2,3,Polluted
3.758,6.863,331.39,1475.269,44.966,25.206,1,3,3,4,2,3,Polluted
4.286,6.835,358.679,251.613,44.966,25.109,2,3,3,3,2,3,Unpolluted
4.402,6.973,386.009,266.667,43.011,24.424,2,3,3,3,2,3,Unpolluted
4.308,7,120.549,1572.043,50.831,24.424,2,3,2,1,3,3,Polluted
4.558,6.808,93.285,1565.591,44.966,24.327,2,3,2,1,2,3,Polluted
4.558,7,65.914,279.57,46.921,24.033,2,3,2,3,2,3,Polluted
4.478,6.808,38.527,283.871,43.011,23.838,2,3,2,3,2,3,Polluted
4.454,7.028,11.246,283.871,43.011,24.229,2,3,1,3,2,3,Polluted
4.755,6.863,16.051,1477.419,50.831,24.033,2,3,1,4,3,3,Polluted
5.285,6.835,43.364,283.871,43.011,23.545,2,3,2,3,2,3,Polluted
5.119,6.808,70.629,1193.548,50.831,23.936,2,3,2,4,3,3,Polluted
4.962,6.863,97.942,374.194,50.831,24.327,2,3,2,3,3,3,Polluted
5.066,7.028,125.191,1572.043,29.326,24.327,2,3,2,1,2,3,Polluted
4.471,6.863,152.439,1600,43.011,25.206,2,3,2,1,2,3,Polluted
3.856,6.835,179.752,1569.892,43.011,25.206,1,3,2,1,2,3,Polluted
4.051,6.89,207.098,1587.097,43.011,25.011,2,3,2,1,2,3,Polluted
4.308,7.11,234.379,845.161,43.011,24.62,2,3,2,4,2,3,Polluted
4.139,6.945,261.725,556.989,29.326,25.206,2,3,2,4,2,3,Polluted
4.633,6.863,288.99,1567.742,50.831,23.936,2,3,2,1,3,3,Polluted
4.478,6.835,316.393,275.269,43.011,23.349,2,3,3,3,2,3,Unpolluted
4.146,6.808,343.706,1559.14,46.921,23.642,2,3,3,1,2,3,Polluted
4.589,7,370.89,238.71,29.326,23.642,2,3,3,3,2,3,Unpolluted
5.238,6.973,398.024,275.269,43.011,22.665,2,3,3,3,2,3,Unpolluted
5.403,6.918,108.452,1582.796,43.011,22.176,2,3,2,1,2,3,Polluted
5.541,6.808,81.18,283.871,43.011,21.198,2,3,2,3,2,3,Polluted
5.296,6.808,53.842,1574.193,33.236,22.078,2,3,2,1,2,3,Polluted
5.12,6.835,26.471,270.968,43.011,22.86,2,3,2,3,2,3,Polluted
5.355,6.973,0.956,1576.344,29.326,22.958,2,3,1,1,2,3,Polluted
5.506,6.89,28.18,1587.097,43.011,23.349,2,3,2,1,2,3,Polluted
5.066,6.863,55.445,277.419,44.966,24.033,2,3,2,3,2,3,Polluted
4.854,6.808,82.75,1580.645,41.056,23.74,2,3,2,1,2,3,Polluted
4.609,6.863,110.161,1589.247,44.966,24.327,2,3,2,1,2,3,Polluted
5.066,6.918,137.434,1552.688,41.056,24.522,2,3,2,1,2,3,Polluted
4.755,7.028,164.788,1561.29,43.011,24.131,2,3,2,1,2,3,Polluted
4.609,6.808,192.085,266.667,44.966,24.522,2,3,2,3,2,3,Polluted
4.558,6.808,219.383,273.118,43.011,24.522,2,3,2,3,2,3,Polluted
3.856,6.808,246.704,258.065,43.011,25.109,1,3,2,3,2,3,Polluted
4.35,6.863,273.969,275.269,44.966,24.327,2,3,2,3,2,3,Polluted
3.758,6.973,301.29,275.269,44.966,25.206,1,3,3,3,2,3,Polluted
4.308,6.945,328.604,1572.043,43.011,24.815,2,3,3,1,2,3,Polluted
4.256,6.808,355.95,277.419,44.966,24.033,2,3,3,3,2,3,Unpolluted
4.633,6.808,383.304,367.742,29.326,23.545,2,3,3,3,2,3,Unpolluted
4.688,7.055,123.245,305.376,46.921,23.74,2,3,2,3,2,3,Polluted
4.633,7.11,95.924,1574.193,50.831,23.936,2,3,2,1,3,3,Polluted
4.854,6.863,68.643,1195.699,46.921,23.936,2,3,2,4,2,3,Polluted
4.558,6.808,41.386,262.366,50.831,24.424,2,3,2,3,3,3,Polluted
4.454,7.028,14.13,283.871,43.011,24.62,2,3,1,3,2,3,Polluted
4.713,7.11,13.11,1565.591,44.966,24.424,2,3,1,1,2,3,Polluted
4.911,6.89,40.391,255.914,43.011,24.815,2,3,2,3,2,3,Polluted
4.755,6.835,67.729,1215.054,50.831,24.327,2,3,2,4,3,3,Polluted
4.755,6.863,95.091,1569.892,44.966,24.327,2,3,2,1,2,3,Polluted
4.139,6.863,122.413,264.516,41.056,25.206,2,3,2,3,2,3,Polluted
4.286,7.028,149.661,339.785,29.326,25.304,2,3,2,3,2,3,Polluted
4.558,6.863,176.95,1552.688,41.056,24.718,2,3,2,1,2,3,Polluted
4.35,6.808,204.239,264.516,29.326,24.522,2,3,2,3,2,3,Polluted
4.256,6.863,231.602,273.118,43.011,24.327,2,3,2,3,2,3,Polluted
4.423,6.918,258.858,1569.892,41.056,23.838,2,3,2,1,2,3,Polluted
4.633,7.028,286.18,1561.29,25.416,23.154,2,3,2,1,2,3,Polluted
4.943,7.028,313.306,1567.742,43.011,22.958,2,3,3,1,2,3,Polluted
4.854,6.918,340.717,1567.742,46.921,23.154,2,3,3,1,2,3,Polluted
5.757,6.808,367.957,283.871,44.966,22.469,2,3,3,3,2,3,Unpolluted
5.403,6.863,395.23,251.613,43.011,22.763,2,3,3,3,2,3,Unpolluted
5.179,7,111.344,612.903,43.011,22.958,2,3,2,4,2,3,Polluted
4.367,6.918,84.039,1584.946,29.326,23.545,2,3,2,1,2,3,Polluted
4.799,6.863,56.685,793.548,43.011,23.936,2,3,2,4,2,3,Polluted
4.205,7.028,29.363,1576.344,50.831,24.229,2,3,2,1,3,3,Polluted
4.402,6.89,2.074,1537.634,43.011,24.229,2,3,1,1,2,3,Polluted
4.402,6.863,25.337,1378.495,46.921,24.229,2,3,2,4,2,3,Polluted
4.205,6.89,52.732,275.269,43.011,24.913,2,3,2,3,2,3,Polluted
4.558,7.11,80.046,279.57,46.921,24.913,2,3,2,3,2,3,Polluted
4.308,7.165,107.384,1567.742,50.831,24.815,2,3,2,1,3,3,Polluted
4.308,6.945,134.738,1559.14,46.921,24.815,2,3,2,1,2,3,Polluted
4.256,6.808,162.059,283.871,43.011,24.62,2,3,2,3,2,3,Polluted
3.905,7.11,189.324,1602.151,43.011,25.109,1,3,2,1,2,3,Polluted
4.308,6.973,216.621,249.462,43.011,24.815,2,3,2,3,2,3,Polluted
4.153,6.945,243.943,1569.892,43.011,24.131,2,3,2,1,2,3,Polluted
4.35,6.89,271.215,1567.742,50.831,24.327,2,3,2,1,3,3,Polluted
4.153,6.863,298.537,262.366,29.326,24.229,2,3,2,3,2,3,Polluted
4.308,7.11,325.908,363.441,41.056,24.033,2,3,3,3,2,3,Unpolluted
4.713,6.918,353.213,264.516,41.056,24.033,2,3,3,3,2,3,Unpolluted
4.558,6.89,380.502,946.237,29.326,24.327,2,3,3,4,2,3,Unpolluted
4.755,7.165,126.105,268.817,43.011,24.424,2,3,2,3,2,3,Polluted
5.285,6.945,98.832,1584.946,29.326,23.545,2,3,2,1,2,3,Polluted
4.854,6.973,71.51,1565.591,43.011,23.936,2,3,2,1,2,3,Polluted
4.965,6.863,44.058,1374.194,43.011,23.838,2,3,2,4,2,3,Polluted
4.962,6.808,16.729,245.161,50.831,24.327,2,3,1,3,3,3,Polluted
4.609,6.973,10.56,1563.441,33.236,24.718,2,3,1,1,2,3,Polluted
4.558,6.863,37.841,724.731,41.056,24.718,2,3,2,4,2,3,Polluted
3.661,7.11,65.122,1572.043,43.011,25.304,1,3,2,1,2,3,Polluted
4.286,6.918,92.395,1565.591,43.011,25.109,2,3,2,1,2,3,Polluted
4.35,7.165,119.757,1131.183,44.966,24.913,2,3,2,4,2,3,Polluted
4.188,6.89,147.103,1576.344,50.831,25.011,2,3,2,1,3,3,Polluted
4.101,6.808,174.384,253.763,43.011,24.424,2,3,2,3,2,3,Polluted
4.478,6.918,201.649,273.118,46.921,23.349,2,3,2,3,2,3,Polluted
4.257,6.973,228.987,464.516,29.326,23.545,2,3,2,3,2,3,Polluted
4.367,6.973,256.284,279.57,43.011,23.251,2,3,2,3,2,3,Polluted
5.23,6.863,283.63,1578.495,44.966,23.447,2,3,2,1,2,3,Polluted
5.12,6.808,310.935,273.118,33.236,22.665,2,3,3,3,2,3,Unpolluted
5.668,6.89,338.241,1572.043,43.011,21.883,2,3,3,1,2,3,Polluted
5.289,7.165,365.554,1395.699,33.236,21.883,2,3,3,4,2,3,Unpolluted
5.02,7.11,392.851,1591.398,29.326,23.251,2,3,3,1,2,3,Polluted
5.02,6.863,113.747,1529.032,29.326,23.642,2,3,2,1,2,3,Polluted
5.064,7.11,86.491,1561.29,44.966,23.349,2,3,2,1,2,3,Polluted
3.997,6.89,59.169,1572.043,43.011,24.229,1,3,2,1,2,3,Polluted
4.308,6.808,32.01,277.419,44.966,24.424,2,3,2,3,2,3,Polluted
4.713,6.945,4.754,283.871,43.011,24.424,2,3,1,3,2,3,Polluted
4.506,6.89,22.502,1563.441,29.326,24.815,2,3,1,1,2,3,Polluted
4.609,6.89,49.873,283.871,43.011,24.131,2,3,2,3,2,3,Polluted
4.188,7.11,77.121,243.011,56.696,25.304,2,3,2,3,3,3,Polluted
4.558,6.863,104.459,270.968,46.921,24.913,2,3,2,3,2,3,Polluted
4.661,6.918,131.773,438.71,43.011,24.229,2,3,2,3,2,3,Polluted
3.758,6.89,159.094,1492.473,44.966,25.011,1,3,2,4,2,3,Polluted
4.205,7.11,186.432,1584.946,44.966,24.522,2,3,2,1,2,3,Polluted
3.8,6.89,213.786,1576.344,46.921,24.424,1,3,2,1,2,3,Polluted
4.205,6.863,241.206,279.57,46.921,24.131,2,3,2,3,2,3,Polluted
4.202,6.973,268.56,1587.097,44.966,23.838,2,3,2,1,2,3,Polluted
4.308,6.918,295.89,845.161,25.416,24.033,2,3,2,4,2,3,Polluted
4.478,6.89,323.13,1602.151,43.011,23.545,2,3,3,1,2,3,Polluted
4.743,6.863,350.337,277.419,43.011,23.251,2,3,3,3,2,3,Unpolluted
4.713,7,377.545,277.419,44.966,24.033,2,3,3,3,2,3,Unpolluted
4.688,6.808,404.655,283.871,43.011,23.349,2,3,3,3,2,3,Unpolluted
5.119,6.918,101.87,1316.129,50.831,23.447,2,3,2,4,3,3,Polluted
5.02,6.808,74.492,251.613,54.741,23.74,2,3,2,3,3,3,Polluted
5.639,6.863,47.015,772.043,43.011,22.763,2,3,2,4,2,3,Polluted
5.064,6.973,19.629,1552.688,41.056,23.936,2,3,1,1,2,3,Polluted
4.454,7.028,7.823,1559.14,50.831,24.229,2,3,1,1,3,3,Polluted
4.713,6.863,34.95,277.419,44.966,24.62,2,3,2,3,2,3,Polluted
4.911,6.808,62.328,243.011,41.056,24.424,2,3,2,3,2,3,Polluted
4.402,6.89,89.625,1574.193,29.326,24.913,2,3,2,1,2,3,Polluted
4.661,6.945,116.955,270.968,29.326,24.131,2,3,2,3,2,3,Polluted
4.506,7.055,144.195,1569.892,44.966,24.815,2,3,2,1,2,3,Polluted
5.064,6.863,171.525,1567.742,50.831,23.74,2,3,2,1,3,3,Polluted
5.064,6.918,198.765,1559.14,46.921,23.545,2,3,2,1,2,3,Polluted
4.965,7.055,225.785,1591.398,46.921,23.447,2,3,2,1,2,3,Polluted
4.146,6.863,253.148,948.387,33.236,23.251,2,3,2,4,2,3,Polluted
5.064,7.165,280.437,475.269,41.056,23.056,2,3,2,3,2,3,Polluted
5.179,7.11,307.766,1569.892,43.011,22.372,2,3,3,1,2,3,Polluted
5.002,7.11,335.064,1567.742,43.011,22.567,2,3,3,1,2,3,Polluted
5.061,7.028,362.312,1427.957,54.741,22.763,2,3,3,4,3,3,Unpolluted
5.355,7,389.609,1591.398,29.326,22.958,2,3,3,1,2,3,Polluted
4.713,7,116.9,1563.441,33.236,24.131,2,3,2,1,2,3,Polluted
4.633,6.835,89.529,243.011,41.056,23.74,2,3,2,3,2,3,Polluted
4.911,6.863,62.167,1591.398,29.326,24.424,2,3,2,1,2,3,Polluted
4.859,6.808,34.967,1576.344,50.831,24.815,2,3,2,1,3,3,Polluted
4.558,7.028,7.67,270.968,29.326,24.327,2,3,1,3,2,3,Polluted
4.558,7.165,19.521,1576.344,43.011,24.913,2,3,1,1,2,3,Polluted
4.661,7.028,46.786,249.462,43.011,24.327,2,3,2,3,2,3,Polluted
4.308,6.808,74.091,1574.193,46.921,24.62,2,3,2,1,2,3,Polluted
4.35,6.863,101.347,243.011,44.966,24.62,2,3,2,3,2,3,Polluted
3.997,6.863,128.604,1574.193,46.921,24.913,1,3,2,1,2,3,Polluted
4.205,6.863,155.974,1180.645,44.966,24.913,2,3,2,4,2,3,Polluted
3.71,7.055,183.361,1561.29,41.056,25.011,1,3,2,1,2,3,Polluted
4.153,7,210.675,1584.946,43.011,24.131,2,3,2,1,2,3,Polluted
4.633,6.89,237.972,277.419,44.966,23.936,2,3,2,3,2,3,Polluted
4.713,6.863,265.261,279.57,37.146,24.424,2,3,2,3,2,3,Polluted
5.119,6.863,292.607,270.968,46.921,23.642,2,3,2,3,2,3,Polluted
5.064,6.918,319.904,1587.097,25.416,23.251,2,3,3,1,2,3,Polluted
5.02,6.835,347.209,279.57,29.326,23.838,2,3,3,3,2,3,Unpolluted
4.854,6.918,374.506,1589.247,43.011,23.936,2,3,3,1,2,3,Polluted
4.854,7.028,401.681,1563.441,33.236,23.545,2,3,3,1,2,3,Polluted
5.23,6.89,104.933,1567.742,29.326,23.936,2,3,2,1,2,3,Polluted
5.296,7.165,77.628,1552.688,44.966,22.763,2,3,2,1,2,3,Polluted
4.911,6.808,50.241,262.366,50.831,24.424,2,3,2,3,3,3,Polluted
4.965,6.945,22.936,1587.097,44.966,23.74,2,3,1,1,2,3,Polluted
4.755,6.835,4.313,279.57,43.011,24.718,2,3,1,3,2,3,Polluted
4.454,6.863,31.602,277.419,44.966,24.62,2,3,2,3,2,3,Polluted
4.558,6.89,58.842,283.871,43.011,24.131,2,3,2,3,2,3,Polluted
4.051,6.808,86.106,309.677,43.011,25.206,2,3,2,3,2,3,Polluted
4.35,6.808,113.428,279.57,50.831,24.424,2,3,2,3,3,3,Polluted
3.8,6.945,140.774,1552.688,44.966,24.913,1,3,2,1,2,3,Polluted
4.153,6.863,168.022,270.968,29.326,24.131,2,3,2,3,2,3,Polluted
4.589,7.028,195.287,1049.462,44.966,23.74,2,3,2,4,2,3,Polluted
4.047,6.89,222.527,1576.344,50.831,23.349,2,3,2,1,3,3,Polluted
5.02,6.808,249.889,283.871,43.011,23.447,2,3,2,3,2,3,Polluted
4.854,6.863,277.186,1567.742,50.831,23.056,2,3,2,1,3,3,Polluted
4.589,7.028,304.427,253.763,50.831,23.74,2,3,3,3,3,3,Unpolluted
4.589,6.89,331.675,1578.495,54.741,23.74,2,3,3,1,3,3,Polluted
4.153,6.918,359.045,1563.441,50.831,24.131,2,3,3,1,3,3,Polluted
4.308,7.055,386.269,1567.742,46.921,24.62,2,3,3,1,2,3,Polluted
4.859,7.165,120.443,1567.742,50.831,24.62,2,3,2,1,3,3,Polluted
4.454,6.918,93.105,1561.29,41.056,24.815,2,3,2,1,2,3,Polluted
4.454,6.973,65.8,270.968,37.146,24.033,2,3,2,3,2,3,Polluted
4.35,6.918,38.527,1578.495,41.056,24.718,2,3,2,1,2,3,Polluted
4.308,6.918,11.116,1587.097,44.966,24.815,2,3,1,1,2,3,Polluted
4.256,6.918,16.116,1563.441,33.236,24.229,2,3,1,1,2,3,Polluted
4.002,7.055,43.397,268.817,41.056,25.011,2,3,2,3,2,3,Polluted
4.153,6.973,70.743,1408.602,43.011,24.718,2,3,2,4,2,3,Polluted
3.696,6.973,98.089,264.516,29.326,24.815,1,3,2,3,2,3,Polluted
4.205,7.11,125.427,1572.043,43.011,24.718,2,3,2,1,2,3,Polluted
4.205,6.863,152.716,264.516,46.921,24.718,2,3,2,3,2,3,Polluted
3.945,6.863,180.013,993.548,43.011,24.913,1,3,2,4,2,3,Polluted
4.533,6.918,207.327,1561.29,41.056,23.642,2,3,2,1,2,3,Polluted
4.533,6.918,234.567,1582.796,33.236,23.447,2,3,2,1,2,3,Polluted
4.688,6.945,261.823,270.968,29.326,23.154,2,3,2,3,2,3,Polluted
4.943,6.863,289.137,270.968,46.921,22.958,2,3,2,3,2,3,Polluted
4.799,6.89,316.515,279.57,46.921,23.838,2,3,3,3,2,3,Unpolluted
4.799,6.863,343.886,247.312,29.326,23.545,2,3,3,3,2,3,Unpolluted
5.119,6.89,371.199,260.215,41.056,23.251,2,3,3,3,2,3,Unpolluted
4.743,6.863,398.635,279.57,50.831,23.642,2,3,3,3,3,3,Unpolluted
5.355,6.89,108.012,1552.688,41.056,22.958,2,3,2,1,2,3,Polluted
4.257,7.055,80.74,270.968,29.326,23.838,2,3,2,3,2,3,Polluted
4.965,6.808,53.5,1561.29,44.966,23.447,2,3,2,1,2,3,Polluted
4.911,6.945,26.121,1578.495,44.966,24.229,2,3,2,1,2,3,Polluted
5.064,7.028,1.111,253.763,50.831,23.642,2,3,1,3,3,3,Polluted
5.064,6.863,28.416,251.613,44.966,23.936,2,3,2,3,2,3,Polluted
4.558,7.11,55.714,1565.591,44.966,24.131,2,3,2,1,2,3,Polluted
4.454,6.945,83.027,1559.14,46.921,24.913,2,3,2,1,2,3,Polluted
4.454,6.89,110.316,1580.645,43.011,24.62,2,3,2,1,2,3,Polluted
4.965,7.028,137.605,1479.57,25.416,23.838,2,3,2,4,2,3,Polluted
4.688,7.028,164.984,1561.29,41.056,23.154,2,3,2,1,2,3,Polluted
5.403,6.918,192.428,1580.645,41.056,22.372,2,3,2,1,2,3,Polluted
5.639,6.918,219.586,1567.742,50.831,22.763,2,3,2,1,3,3,Polluted
5.462,6.973,246.875,1578.495,44.966,22.665,2,3,2,1,2,3,Polluted
5.403,6.89,274.083,827.957,41.056,22.763,2,3,2,4,2,3,Polluted
4.589,6.89,301.38,253.763,50.831,23.447,2,3,3,3,3,3,Unpolluted
4.257,6.89,328.677,320.43,44.966,23.936,2,3,3,3,2,3,Unpolluted
4.633,6.89,355.974,270.968,43.011,23.447,2,3,3,3,2,3,Unpolluted
4.402,6.89,383.329,253.763,43.011,24.033,2,3,3,3,2,3,Unpolluted
4.558,6.89,123.164,260.215,33.236,24.62,2,3,2,3,2,3,Polluted
4.713,6.89,95.851,1565.591,43.011,24.229,2,3,2,1,2,3,Polluted
3.893,6.808,68.488,1561.29,44.966,24.718,1,3,2,1,2,3,Polluted
3.905,6.918,41.199,1572.043,50.831,25.011,1,3,2,1,3,3,Polluted
3.856,6.89,13.853,283.871,43.011,25.206,1,3,1,3,2,3,Polluted
4.256,6.863,13.46,453.763,50.831,24.522,2,3,1,3,3,3,Polluted
4.256,6.945,40.733,1559.14,46.921,24.522,2,3,2,1,2,3,Polluted
4.153,6.89,68.063,243.011,44.966,24.522,2,3,2,3,2,3,Polluted
3.945,6.89,95.344,264.516,41.056,24.913,1,3,2,3,2,3,Polluted
4.308,6.863,122.804,279.57,43.011,24.815,2,3,2,3,2,3,Polluted
4.256,7.028,150.142,270.968,33.236,24.913,2,3,2,3,2,3,Polluted
4.101,6.918,177.463,1602.151,50.831,24.522,2,3,2,1,3,3,Polluted
4.533,6.863,204.728,273.118,46.921,23.74,2,3,2,3,2,3,Polluted
4.423,6.918,232.017,1567.742,43.011,23.545,2,3,2,1,2,3,Polluted
4.257,7.11,259.355,273.118,33.236,23.74,2,3,2,3,2,3,Polluted
4.854,7.055,286.66,1552.688,44.966,23.936,2,3,2,1,2,3,Polluted
5.179,6.808,314.039,273.118,50.831,22.958,2,3,3,3,3,3,Unpolluted
4.777,6.808,341.336,251.613,44.966,22.86,2,3,3,3,2,3,Unpolluted
5.58,6.918,368.584,270.968,29.326,22.665,2,3,3,3,2,3,Unpolluted
5.58,6.945,395.947,397.85,41.056,22.469,2,3,3,3,2,3,Unpolluted
5.179,6.863,110.562,275.269,50.831,22.763,2,3,2,3,3,3,Polluted
5.02,6.973,83.241,1559.14,46.921,23.056,2,3,2,1,2,3,Polluted
5.23,6.918,55.952,1559.14,46.921,23.74,2,3,2,1,2,3,Polluted
5.396,6.945,28.679,1593.548,50.831,23.154,2,3,2,1,3,3,Polluted
5.064,6.945,1.365,1589.247,43.011,23.545,2,3,1,1,2,3,Polluted
4.454,6.918,25.932,1574.193,46.921,24.229,2,3,2,1,2,3,Polluted
4.558,6.918,53.359,486.022,50.831,24.131,2,3,2,3,3,3,Polluted
4.807,6.973,80.746,251.613,44.966,24.327,2,3,2,3,2,3,Polluted
4.308,6.863,108.157,1572.043,43.011,24.522,2,3,2,1,2,3,Polluted
4.153,6.945,135.398,1591.398,50.831,24.815,2,3,2,1,3,3,Polluted
3.856,6.808,162.735,270.968,50.831,25.304,1,3,2,3,3,3,Polluted
4.35,6.808,190.041,1559.14,29.326,24.327,2,3,2,1,2,3,Polluted
3.856,6.863,217.346,258.065,29.326,25.206,1,3,2,3,2,3,Polluted
4.256,6.863,244.627,1556.989,29.326,24.522,2,3,2,1,2,3,Polluted
3.856,7.028,271.892,1552.688,44.966,25.304,1,3,2,1,2,3,Polluted
3.758,7.055,299.181,1574.193,43.011,25.011,1,3,2,1,2,3,Polluted
4.688,6.918,326.543,1569.892,44.966,23.936,2,3,3,1,2,3,Polluted
4.101,6.89,353.856,1561.29,44.966,24.424,2,3,3,1,2,3,Polluted
4.854,7.11,381.194,264.516,41.056,23.936,2,3,3,3,2,3,Unpolluted
