Do,Ph,ORP,EC,TDS,Water_Temp,CDO,CpH,CORP,CEC,CTDS,CWT,wqc
4.288,7.358,294.806,1576.344,203.324,27.259,2,3,2,1,3,4,Polluted
4.114,7.33,321.769,258.065,207.234,27.552,2,3,3,3,3,4,Unpolluted
4.589,7.33,348.659,1427.957,218.964,26.966,2,3,3,4,3,4,Unpolluted
4.288,7.33,375.525,277.419,213.099,27.552,2,3,3,3,3,4,Unpolluted
4.288,7.33,402.455,236.559,207.234,27.65,2,3,3,3,3,4,Unpolluted
4.201,7.33,104.485,251.613,213.099,27.748,2,3,2,3,3,4,Polluted
4.071,7.33,77.53,279.57,193.548,27.552,2,3,2,3,3,4,Polluted
4.158,7.33,50.591,268.817,213.099,27.552,2,3,2,3,3,4,Polluted
4.288,7.44,23.685,1584.946,207.234,27.65,2,3,1,1,3,4,Polluted
4.288,7.551,3.351,1576.344,203.324,27.455,2,3,1,1,3,4,Polluted
4.245,7.385,30.233,255.914,218.964,27.259,2,3,2,3,3,4,Polluted
4.332,7.385,57.196,258.065,193.548,27.259,2,3,2,3,3,4,Polluted
4.201,7.468,84.168,255.914,218.964,27.846,2,3,2,3,3,4,Polluted
4.332,7.358,111.123,1541.935,197.459,27.259,2,3,2,1,3,4,Polluted
4.367,7.33,137.955,275.269,211.144,27.552,2,3,2,3,3,4,Polluted
4.114,7.248,164.902,264.516,203.324,27.357,2,3,2,3,3,4,Polluted
4.114,7.413,191.898,262.366,207.234,27.357,2,3,2,3,3,4,Polluted
4.158,7.33,218.878,1563.441,207.234,27.357,2,3,2,1,3,4,Polluted
4.497,7.303,245.8,262.366,197.459,27.161,2,3,2,3,3,4,Polluted
4.114,7.468,272.763,236.559,207.234,27.552,2,3,2,3,3,4,Polluted
4.332,7.33,299.71,1541.935,207.234,27.161,2,3,2,1,3,4,Polluted
4.114,7.303,326.69,1584.946,203.324,27.259,2,3,3,1,3,4,Polluted
4.332,7.303,353.571,240.86,218.964,27.064,2,3,3,3,3,4,Unpolluted
4.332,7.33,380.567,1541.935,209.189,27.259,2,3,3,1,3,4,Polluted
4.332,7.496,126.365,258.065,197.459,27.455,2,3,2,3,3,4,Polluted
4.367,7.468,99.475,1552.688,218.964,27.552,2,3,2,1,3,4,Polluted
4.497,7.33,72.561,1535.484,213.099,27.455,2,3,2,1,3,4,Polluted
4.367,7.33,45.663,1559.14,207.234,27.357,2,3,2,1,3,4,Polluted
4.584,7.413,18.684,1559.14,207.234,27.259,2,3,1,1,3,4,Polluted
4.497,7.33,8.288,262.366,203.324,27.259,2,3,1,3,3,4,Polluted
4.584,7.33,35.186,1578.495,213.099,27.552,2,3,2,1,3,4,Polluted
4.367,7.358,62.116,1587.097,211.144,27.161,2,3,2,1,3,4,Polluted
4.332,7.385,89.031,750.538,213.099,27.259,2,3,2,4,3,4,Polluted
4.332,7.303,116.018,1550.538,203.324,27.455,2,3,2,1,3,4,Polluted
4.288,7.275,142.933,264.516,197.459,27.748,2,3,2,3,3,4,Polluted
4.114,7.44,169.896,249.462,218.964,27.748,2,3,2,3,3,4,Polluted
4.288,7.303,196.786,1387.097,207.234,27.552,2,3,2,4,3,4,Polluted
4.158,7.496,223.708,477.419,207.234,27.455,2,3,2,3,3,4,Polluted
4.158,7.551,250.647,1587.097,218.964,27.455,2,3,2,1,3,4,Polluted
4.288,7.413,277.586,234.409,213.099,27.357,2,3,2,3,3,4,Polluted
4.288,7.33,304.532,1548.387,213.099,27.65,2,3,3,1,3,4,Polluted
4.071,7.33,331.479,1559.14,207.234,27.65,2,3,3,1,3,4,Polluted
4.288,7.248,358.402,230.108,197.459,27.455,2,3,3,3,3,4,Unpolluted
4.288,7.303,385.267,1572.043,218.964,27.161,2,3,3,1,3,4,Polluted
4.158,7.303,121.649,1578.495,189.638,27.748,2,3,2,1,3,4,Polluted
4.497,7.303,94.694,234.409,211.144,27.259,2,3,2,3,3,4,Polluted
4.628,7.33,67.796,1559.14,203.324,27.552,2,3,2,1,3,4,Polluted
4.41,7.33,40.808,1165.591,201.369,27.455,2,3,2,4,3,4,Polluted
4.749,7.468,13.845,1554.839,218.964,27.064,2,3,1,1,3,4,Polluted
4.628,7.551,13.061,251.613,211.144,27.455,2,3,1,3,3,4,Polluted
4.288,7.303,39.984,778.495,209.189,27.846,2,3,2,4,3,4,Polluted
4.41,7.385,66.865,1552.688,201.369,27.748,2,3,2,1,3,4,Polluted
4.497,7.33,93.837,1537.634,218.964,27.65,2,3,2,1,3,4,Polluted
4.541,7.551,120.767,1363.441,213.099,27.357,2,3,2,4,3,4,Polluted
4.497,7.358,147.779,1561.29,209.189,27.455,2,3,2,1,3,4,Polluted
4.497,7.33,174.71,1344.086,207.234,27.259,2,3,2,4,3,4,Polluted
4.497,7.33,201.657,1541.935,197.459,27.552,2,3,2,1,3,4,Polluted
4.628,7.303,228.579,258.065,203.324,27.748,2,3,2,3,3,4,Polluted
4.497,7.33,255.551,262.366,207.234,27.748,2,3,2,3,3,4,Polluted
4.497,7.33,282.457,662.366,218.964,27.846,2,3,2,4,3,4,Polluted
4.367,7.468,309.371,1576.344,207.234,27.552,2,3,3,1,3,4,Polluted
4.367,7.468,336.285,253.763,207.234,27.064,2,3,3,3,3,4,Unpolluted
4.332,7.385,363.2,395.699,205.279,27.455,2,3,3,3,3,4,Unpolluted
4.158,7.551,390.171,864.516,207.234,27.357,2,3,3,4,3,4,Unpolluted
4.288,7.385,116.745,270.968,207.234,27.748,2,3,2,3,3,4,Polluted
4.071,7.33,89.822,1535.484,201.369,27.161,2,3,2,1,3,4,Polluted
4.201,7.33,62.981,234.409,218.964,27.748,2,3,2,3,3,4,Polluted
4.332,7.303,36.043,808.602,203.324,27.259,2,3,2,4,3,4,Polluted
4.158,7.303,9.088,240.86,218.964,27.65,2,3,1,3,3,4,Polluted
4.764,7.468,17.867,1559.14,207.234,26.77,2,3,1,1,3,4,Polluted
4.628,7.358,44.904,1569.892,213.099,27.552,2,3,2,1,3,4,Polluted
4.41,7.33,71.745,1247.312,201.369,27.357,2,3,2,4,3,4,Polluted
4.628,7.33,98.684,1047.312,218.964,27.357,2,3,2,4,3,4,Polluted
4.497,7.385,125.565,791.398,207.234,27.846,2,3,2,4,3,4,Polluted
4.584,7.358,152.504,1387.097,207.234,27.259,2,3,2,4,3,4,Polluted
5.031,7.468,179.345,268.817,218.964,26.868,2,3,2,3,3,4,Polluted
4.497,7.358,206.3,1167.742,197.459,27.748,2,3,2,4,3,4,Polluted
4.114,7.551,233.247,1556.989,203.324,27.748,2,3,2,1,3,4,Polluted
4.497,7.468,260.194,251.613,213.099,27.846,2,3,2,3,3,4,Polluted
4.367,7.551,287.1,255.914,207.234,27.064,2,3,2,3,3,4,Polluted
4.584,7.551,314.023,268.817,218.964,27.161,2,3,3,3,3,4,Unpolluted
4.497,7.468,340.904,1554.839,218.964,27.846,2,3,3,1,3,4,Polluted
4.497,7.385,367.753,1539.785,197.459,27.455,2,3,3,1,3,4,Polluted
4.288,7.33,394.635,1556.989,201.369,27.748,2,3,3,1,3,4,Polluted
4.628,7.413,112.289,638.71,213.099,27.552,2,3,2,4,3,4,Polluted
4.497,7.44,85.358,251.613,213.099,27.65,2,3,2,3,3,4,Polluted
4.497,7.358,58.42,1260.215,197.459,27.064,2,3,2,4,3,4,Polluted
4.201,7.303,31.432,262.366,203.324,27.748,2,3,2,3,3,4,Polluted
4.749,7.385,4.477,260.215,201.369,27.455,2,3,1,3,3,4,Polluted
4.497,7.33,22.502,270.968,209.189,27.259,2,3,1,3,3,4,Polluted
4.114,7.385,49.376,1584.946,215.054,27.65,2,3,2,1,3,4,Polluted
4.114,7.33,76.274,268.817,189.638,27.748,2,3,2,3,3,4,Polluted
4.367,7.44,103.172,1556.989,197.459,27.259,2,3,2,1,3,4,Polluted
4.332,7.385,130.021,354.839,201.369,27.846,2,3,2,3,3,4,Polluted
4.288,7.33,156.968,473.118,218.964,27.748,2,3,2,3,3,4,Polluted
4.201,7.33,183.891,251.613,218.964,27.455,2,3,2,3,3,4,Polluted
4.201,7.385,210.813,1156.989,197.459,27.455,2,3,2,4,3,4,Polluted
4.332,7.606,237.735,251.613,213.099,27.455,2,3,2,3,3,4,Polluted
4.584,7.303,264.642,1415.054,211.144,27.357,2,3,2,4,3,4,Polluted
4.367,7.551,291.605,402.151,197.459,27.552,2,3,2,3,3,4,Polluted
4.497,7.33,318.519,275.269,218.964,27.161,2,3,3,3,3,4,Unpolluted
4.628,7.606,345.425,1578.495,201.369,27.552,2,3,3,1,3,4,Polluted
4.41,7.413,372.348,1202.151,203.324,27.455,2,3,3,4,3,4,Unpolluted
4.749,7.358,399.254,1544.086,211.144,27.064,2,3,3,1,3,4,Polluted
4.497,7.358,107.54,1565.591,209.189,27.064,2,3,2,1,3,4,Polluted
4.114,7.303,80.634,283.871,218.964,27.552,2,3,2,3,3,4,Polluted
4.288,7.578,53.687,260.215,213.099,27.552,2,3,2,3,3,4,Polluted
4.856,7.358,26.781,251.613,213.099,26.966,2,3,2,3,3,4,Polluted
4.288,7.303,0.28,273.118,215.054,27.357,2,3,1,3,3,4,Polluted
4.628,7.33,27.26,526.882,197.459,27.748,2,3,2,4,3,4,Polluted
4.628,7.358,54.158,270.968,207.234,27.552,2,3,2,3,3,4,Polluted
4.41,7.496,81.137,1563.441,207.234,27.748,2,3,2,1,3,4,Polluted
4.288,7.385,108.068,1584.946,203.324,27.455,2,3,2,1,3,4,Polluted
4.497,7.413,135.007,713.979,218.964,27.259,2,3,2,4,3,4,Polluted
4.497,7.33,161.962,1051.613,205.279,27.552,2,3,2,4,3,4,Polluted
5.031,7.606,188.892,1584.946,207.234,26.673,2,3,2,1,3,4,Polluted
4.628,7.385,215.741,1572.043,218.964,27.552,2,3,2,1,3,4,Polluted
4.628,7.551,242.721,262.366,207.234,27.357,2,3,2,3,3,4,Polluted
4.255,7.496,269.537,462.366,218.964,28.041,2,3,2,3,3,4,Polluted
4.158,7.33,296.46,529.032,207.234,27.748,2,3,2,4,3,4,Polluted
4.367,7.33,323.415,1582.796,207.234,27.65,2,3,3,1,3,4,Polluted
4.41,7.606,350.272,1159.14,218.964,27.552,2,3,3,4,3,4,Unpolluted
4.114,7.358,377.203,1535.484,213.099,27.357,2,3,3,1,3,4,Polluted
4.332,7.606,404.231,445.161,197.459,27.259,2,3,3,3,3,4,Unpolluted
4.589,7.358,102.734,1559.14,203.324,26.966,2,3,2,1,3,4,Polluted
4.288,7.385,75.893,1552.688,213.099,27.259,2,3,2,1,3,4,Polluted
4.288,7.551,48.97,240.86,207.234,27.552,2,3,2,3,3,4,Polluted
4.497,7.33,22.121,1561.29,197.459,26.966,2,3,1,1,3,4,Polluted
4.543,7.468,4.712,1167.742,207.234,26.966,2,3,1,4,3,4,Polluted
4.114,7.551,31.618,1574.193,207.234,27.455,2,3,2,1,3,4,Polluted
4.158,7.44,58.532,240.86,209.189,27.748,2,3,2,3,3,4,Polluted
4.158,7.44,85.341,1587.097,218.964,27.455,2,3,2,1,3,4,Polluted
4.245,7.33,112.214,238.71,218.964,27.064,2,3,2,3,3,4,Polluted
4.288,7.358,139.21,245.161,203.324,27.259,2,3,2,3,3,4,Polluted
4.158,7.551,166.124,1083.871,207.234,27.357,2,3,2,4,3,4,Polluted
4.071,7.385,193.039,251.613,218.964,27.552,2,3,2,3,3,4,Polluted
4.071,7.385,219.871,1572.043,207.234,27.846,2,3,2,1,3,4,Polluted
4.332,7.413,246.729,1546.237,209.189,27.259,2,3,2,1,3,4,Polluted
4.41,7.33,273.513,240.86,215.054,27.846,2,3,2,3,3,4,Polluted
4.628,7.358,300.402,1556.989,203.324,27.552,2,3,3,1,3,4,Polluted
4.497,7.275,327.243,251.613,213.099,27.259,2,3,3,3,3,4,Unpolluted
4.497,7.33,354.133,1423.656,213.099,27.064,2,3,3,4,3,4,Unpolluted
4.628,7.413,381.031,1554.839,218.964,27.357,2,3,3,1,3,4,Polluted
4.114,7.358,125.991,266.667,218.964,27.552,2,3,2,3,3,4,Polluted
4.367,7.33,99.06,247.312,213.099,27.748,2,3,2,3,3,4,Polluted
4.764,7.551,72.243,1574.193,213.099,26.868,2,3,2,1,3,4,Polluted
4.497,7.358,45.378,262.366,207.234,27.259,2,3,2,3,3,4,Polluted
4.367,7.496,18.496,249.462,207.234,27.748,2,3,1,3,3,4,Polluted
4.497,7.496,8.418,240.86,207.234,27.552,2,3,1,3,3,4,Polluted
4.628,7.385,35.292,1552.688,201.369,27.455,2,3,2,1,3,4,Polluted
4.584,7.33,62.141,251.613,218.964,27.357,2,3,2,3,3,4,Polluted
4.497,7.385,89.006,1539.785,205.279,27.552,2,3,2,1,3,4,Polluted
5.031,7.358,115.929,653.764,218.964,26.966,2,3,2,4,3,4,Polluted
4.41,7.358,142.843,275.269,218.964,27.357,2,3,2,3,3,4,Polluted
4.41,7.33,169.774,651.613,211.144,27.748,2,3,2,4,3,4,Polluted
4.454,7.551,196.598,264.516,207.234,27.552,2,3,2,3,3,4,Polluted
4.584,7.468,223.513,1559.14,203.324,27.064,2,3,2,1,3,4,Polluted
4.367,7.33,250.411,1589.247,218.964,27.357,2,3,2,1,3,4,Polluted
4.367,7.358,277.333,1541.935,203.324,27.161,2,3,2,1,3,4,Polluted
4.367,7.551,304.296,273.118,207.234,27.064,2,3,3,3,3,4,Unpolluted
4.497,7.551,331.202,1546.237,218.964,27.064,2,3,3,1,3,4,Polluted
4.114,7.358,358.133,1544.086,207.234,27.357,2,3,3,1,3,4,Polluted
4.114,7.496,384.99,225.806,201.369,27.357,2,3,3,3,3,4,Unpolluted
4.367,7.606,121.991,473.118,218.964,27.259,2,3,2,3,3,4,Polluted
4.288,7.468,95.077,1541.935,207.234,27.65,2,3,2,1,3,4,Polluted
4.497,7.358,68.236,249.462,218.964,27.846,2,3,2,3,3,4,Polluted
4.201,7.606,41.338,262.366,207.234,27.65,2,3,2,3,3,4,Polluted
4.584,7.606,14.448,630.108,218.964,27.161,2,3,1,4,3,4,Polluted
4.497,7.413,12.548,1584.946,207.234,27.455,2,3,1,1,3,4,Polluted
4.288,7.358,39.422,251.613,213.099,27.357,2,3,2,3,3,4,Polluted
4.497,7.385,66.287,225.806,201.369,27.65,2,3,2,3,3,4,Polluted
4.497,7.551,93.234,262.366,197.459,27.064,2,3,2,3,3,4,Polluted
4.856,7.606,120.189,1541.935,203.324,26.673,2,3,2,1,3,4,Polluted
4.628,7.413,147.111,270.968,209.189,27.259,2,3,2,3,3,4,Polluted
4.288,7.44,173.993,337.634,218.964,27.161,2,3,2,3,3,4,Polluted
4.497,7.468,200.948,253.763,209.189,27.259,2,3,2,3,3,4,Polluted
4.584,7.468,227.838,1202.151,218.964,27.259,2,3,2,4,3,4,Polluted
4.497,7.468,254.785,264.516,209.189,27.552,2,3,2,3,3,4,Polluted
4.541,7.33,281.65,268.817,213.099,27.064,2,3,2,3,3,4,Polluted
4.497,7.385,308.605,290.323,218.964,27.748,2,3,3,3,3,4,Unpolluted
4.584,7.358,335.471,331.183,203.324,27.064,2,3,3,3,3,4,Unpolluted
4.41,7.358,362.475,253.763,215.054,27.357,2,3,3,3,3,4,Unpolluted
4.764,7.33,389.43,268.817,197.459,26.868,2,3,3,3,3,4,Unpolluted
4.584,7.33,117.519,1552.688,218.964,27.064,2,3,2,1,3,4,Polluted
4.454,7.385,90.637,283.871,218.964,27.552,2,3,2,3,3,4,Polluted
4.764,7.413,63.674,1559.14,197.459,26.868,2,3,2,1,3,4,Polluted
4.41,7.44,36.817,1548.387,218.964,27.65,2,3,2,1,3,4,Polluted
4.497,7.413,9.91,1574.193,197.459,27.552,2,3,1,1,3,4,Polluted
4.367,7.33,17.004,812.903,203.324,27.161,2,3,1,4,3,4,Polluted
4.41,7.385,43.886,240.86,209.189,27.455,2,3,2,3,3,4,Polluted
4.201,7.413,70.727,1559.14,209.189,27.846,2,3,2,1,3,4,Polluted
4.497,7.385,97.576,913.979,213.099,27.943,2,3,2,4,3,4,Polluted
4.114,7.496,124.498,1584.946,207.234,27.552,2,3,2,1,3,4,Polluted
4.497,7.33,151.47,1550.538,207.234,27.552,2,3,2,1,3,4,Polluted
4.497,7.413,178.408,1580.645,205.279,27.357,2,3,2,1,3,4,Polluted
4.497,7.358,205.355,262.366,207.234,27.748,2,3,2,3,3,4,Polluted
4.497,7.385,232.253,240.86,209.189,27.552,2,3,2,3,3,4,Polluted
5.031,7.413,259.225,262.366,215.054,26.868,2,3,2,3,3,4,Polluted
4.454,7.606,286.18,1556.989,205.279,27.357,2,3,2,1,3,4,Polluted
4.541,7.358,312.988,933.333,209.189,27.161,2,3,3,4,3,4,Unpolluted
4.749,7.33,339.91,1552.688,218.964,27.064,2,3,3,1,3,4,Polluted
5.031,7.606,366.841,258.065,205.279,26.868,2,3,3,3,3,4,Unpolluted
4.41,7.606,393.755,221.505,213.099,27.357,2,3,3,3,3,4,Unpolluted
4.497,7.468,113.185,251.613,205.279,27.064,2,3,2,3,3,4,Polluted
4.856,7.358,86.222,1548.387,218.964,26.966,2,3,2,1,3,4,Polluted
4.454,7.606,59.218,262.366,207.234,27.552,2,3,2,3,3,4,Polluted
4.454,7.358,32.287,264.516,203.324,27.259,2,3,2,3,3,4,Polluted
4.288,7.358,5.316,1559.14,203.324,27.552,2,3,1,1,3,4,Polluted
4.114,7.33,21.647,1277.419,197.459,27.357,2,3,1,4,3,4,Polluted
4.628,7.358,48.553,1290.323,207.234,27.65,2,3,2,4,3,4,Polluted
4.114,7.551,75.435,240.86,209.189,27.455,2,3,2,3,3,4,Polluted
4.497,7.551,102.284,1501.075,209.189,27.064,2,3,2,1,3,4,Polluted
4.764,7.358,129.15,636.559,209.189,26.868,2,3,2,4,3,4,Polluted
4.584,7.496,156.08,963.441,207.234,27.455,2,3,2,4,3,4,Polluted
4.114,7.468,183.019,245.161,207.234,27.259,2,3,2,3,3,4,Polluted
4.497,7.358,209.966,1290.323,207.234,27.064,2,3,2,4,3,4,Polluted
4.367,7.358,236.856,262.366,207.234,27.161,2,3,2,3,3,4,Polluted
4.071,7.385,263.754,1563.441,209.189,27.455,2,3,2,1,3,4,Polluted
4.158,7.606,290.733,1572.043,218.964,27.455,2,3,2,1,3,4,Polluted
4.497,7.551,317.68,1556.989,201.369,27.064,2,3,3,1,3,4,Polluted
4.628,7.606,344.651,574.194,203.324,27.552,2,3,3,4,3,4,Unpolluted
4.856,7.413,371.639,1541.935,203.324,26.673,2,3,3,1,3,4,Polluted
4.497,7.33,398.586,1535.484,213.099,27.455,2,3,3,1,3,4,Polluted
4.497,7.385,108.346,950.538,215.054,27.455,2,3,2,4,3,4,Polluted
4.114,7.551,81.416,1582.796,218.964,27.455,2,3,2,1,3,4,Polluted
4.367,7.606,54.436,520.43,207.234,27.357,2,3,2,4,3,4,Polluted
4.367,7.33,27.506,313.979,203.324,27.65,2,3,2,3,3,4,Polluted
4.41,7.413,0.543,584.946,207.234,27.455,2,3,1,4,3,4,Polluted
4.626,7.413,26.356,1552.688,213.099,26.77,2,3,2,1,3,4,Polluted
4.626,7.413,53.294,1569.892,213.099,26.966,2,3,2,1,3,4,Polluted
4.589,7.33,80.241,1582.796,218.964,26.868,2,3,2,1,3,4,Polluted
4.497,7.661,107.188,1535.484,197.459,27.748,2,3,2,1,3,4,Polluted
4.589,7.385,134.037,1563.441,207.234,26.966,2,3,2,1,3,4,Polluted
4.589,7.606,160.968,262.366,203.324,26.673,2,3,2,3,3,4,Polluted
4.332,7.496,187.898,995.699,211.144,27.064,2,3,2,4,3,4,Polluted
4.589,7.606,214.878,995.699,207.234,26.673,2,3,2,4,3,4,Polluted
4.332,7.413,241.719,255.914,213.099,27.161,2,3,2,3,3,4,Polluted
4.332,7.33,268.568,255.914,213.099,27.259,2,3,2,3,3,4,Polluted
4.071,7.44,295.482,230.108,197.459,27.552,2,3,2,3,3,4,Polluted
4.543,7.385,322.331,1507.527,207.234,26.77,2,3,3,1,3,4,Polluted
4.41,7.358,349.254,1593.548,209.189,27.552,2,3,3,1,3,4,Polluted
4.41,7.385,376.16,258.065,197.459,27.552,2,3,3,3,3,4,Unpolluted
4.589,7.606,403.099,1556.989,197.459,26.477,2,3,3,1,3,4,Polluted
4.332,7.358,103.817,223.656,205.279,27.259,2,3,2,3,3,4,Polluted
4.071,7.413,77.017,1544.086,213.099,27.552,2,3,2,1,3,4,Polluted
4.589,7.358,50.184,1554.839,218.964,26.868,2,3,2,1,3,4,Polluted
4.332,7.358,23.262,1559.14,207.234,27.064,2,3,1,1,3,4,Polluted
4.589,7.385,3.588,260.215,201.369,26.673,2,3,1,3,3,4,Polluted
4.288,7.385,30.469,255.914,211.144,27.259,2,3,2,3,3,4,Polluted
4.071,7.468,57.432,1554.839,218.964,27.455,2,3,2,1,3,4,Polluted
4.158,7.413,84.371,258.065,203.324,27.357,2,3,2,3,3,4,Polluted
4.288,7.33,111.212,247.312,213.099,27.552,2,3,2,3,3,4,Polluted
4.245,7.413,138.102,1567.742,207.234,27.161,2,3,2,1,3,4,Polluted
4.288,7.358,165.041,253.763,207.234,27.259,2,3,2,3,3,4,Polluted
4.071,7.413,191.947,1589.247,218.964,27.357,2,3,2,1,3,4,Polluted
4.158,7.606,218.804,251.613,218.964,27.357,2,3,2,3,3,4,Polluted
4.288,7.358,245.678,262.366,207.234,27.357,2,3,2,3,3,4,Polluted
4.288,7.44,272.551,1032.258,218.964,27.65,2,3,2,4,3,4,Polluted
4.628,7.385,299.547,933.333,215.054,27.552,2,3,2,4,3,4,Polluted
4.584,7.385,326.453,1544.086,197.459,27.161,2,3,3,1,3,4,Polluted
4.497,7.606,353.376,266.667,207.234,27.259,2,3,3,3,3,4,Unpolluted
4.497,7.358,380.249,258.065,201.369,27.748,2,3,3,3,3,4,Unpolluted
4.856,7.33,126.667,1548.387,207.234,26.673,2,3,2,1,3,4,Polluted
4.628,7.385,99.777,240.86,209.189,27.161,2,3,2,3,3,4,Polluted
4.626,7.358,72.822,705.376,203.324,26.673,2,3,2,4,3,4,Polluted
4.626,7.551,45.916,1546.237,209.189,26.966,2,3,2,1,3,4,Polluted
4.288,7.385,19.018,326.882,203.324,27.259,2,3,1,3,3,4,Polluted
4.497,7.33,7.872,350.538,207.234,26.868,2,3,1,3,3,4,Polluted
4.543,7.358,34.803,247.312,205.279,26.868,2,3,2,3,3,4,Polluted
4.114,7.358,61.709,1535.484,218.964,27.357,2,3,2,1,3,4,Polluted
4.589,7.358,88.591,260.215,213.099,26.868,2,3,2,3,3,4,Polluted
4.158,7.33,115.538,251.613,213.099,27.455,2,3,2,3,3,4,Polluted
4.332,7.413,142.485,1572.043,218.964,27.259,2,3,2,1,3,4,Polluted
4.589,7.606,169.374,1552.688,213.099,26.966,2,3,2,1,3,4,Polluted
4.158,7.413,196.435,253.763,207.234,27.552,2,3,2,3,3,4,Polluted
4.628,7.385,223.342,683.871,209.189,27.552,2,3,2,4,3,4,Polluted
4.41,7.551,250.313,501.075,201.369,27.552,2,3,2,4,3,4,Polluted
4.071,7.385,277.219,1578.495,213.099,27.455,2,3,2,1,3,4,Polluted
4.114,7.358,304.125,266.667,218.964,27.552,2,3,3,3,3,4,Unpolluted
4.405,7.413,330.991,1546.237,215.054,26.673,2,3,3,1,3,4,Polluted
3.819,7.468,357.978,245.161,207.234,27.064,1,3,3,3,3,4,Polluted
4.137,7.551,384.917,238.71,197.459,26.379,2,3,3,3,3,4,Unpolluted
4.901,7.385,122.007,255.914,218.964,25.793,2,3,2,3,3,3,Polluted
5.047,7.661,95.06,1572.043,218.964,25.988,2,3,2,1,3,3,Polluted
0,7.385,68.17,234.409,218.964,26.282,1,3,2,3,3,4,Polluted
10.573,7.881,41.297,1574.193,205.279,25.402,4,3,2,1,3,3,Polluted
6.333,6.945,14.309,279.57,215.054,24.815,2,3,1,3,3,3,Polluted
7.444,6.918,12.581,1563.441,365.591,24.327,3,3,1,1,4,3,Polluted
6.369,7,39.397,1567.742,394.917,23.545,2,3,2,1,4,3,Polluted
6.148,7.055,66.214,1567.742,394.917,23.936,2,3,2,1,4,3,Polluted
6.559,7.083,93.087,275.269,394.917,22.763,3,3,2,3,4,3,Polluted
6.559,7.22,119.994,255.914,394.917,22.274,3,3,2,3,4,3,Polluted
7.145,7.275,146.867,1580.645,389.052,21.883,3,3,2,1,4,3,Polluted
6.382,7.275,173.692,234.409,406.647,22.469,2,3,2,3,4,3,Polluted
7.774,6.312,200.867,1296.774,406.647,22.274,3,2,2,4,4,3,Polluted
7.637,6.285,228.058,1593.548,394.917,21.589,3,2,2,1,4,3,Polluted
4.895,6.202,255.29,309.677,402.737,22.665,2,2,2,3,4,3,Polluted
4.478,6.56,282.579,292.473,389.052,23.154,2,3,2,3,4,3,Polluted
4.257,6.45,309.844,956.989,406.647,23.545,2,2,3,4,4,3,Polluted
4.688,6.257,337.182,554.839,394.917,23.74,2,2,3,4,4,3,Polluted
5.403,6.34,364.528,309.677,394.917,22.763,2,2,3,3,4,3,Polluted
5.396,6.312,391.931,270.968,394.917,23.154,2,2,3,3,4,3,Polluted
5.396,6.395,114.578,675.269,392.962,23.642,2,2,2,4,4,3,Polluted
5.066,6.395,87.24,866.667,396.872,24.131,2,2,2,4,4,3,Polluted
4.755,6.395,59.87,296.774,391.007,24.62,2,2,2,3,4,3,Polluted
4.286,6.67,32.573,296.774,385.142,25.109,2,3,2,3,4,3,Polluted
4.237,6.45,5.251,292.473,410.557,25.206,2,2,1,3,4,3,Polluted
4.713,6.395,22.12,1584.946,392.962,24.815,2,2,1,1,4,3,Polluted
4.755,6.34,49.466,348.387,402.737,24.131,2,2,2,3,4,3,Polluted
4.454,6.423,76.934,266.667,410.557,24.229,2,2,2,3,4,3,Polluted
4.911,6.395,104.321,1587.097,414.467,24.033,2,2,2,1,4,3,Polluted
5.02,6.45,131.724,511.828,396.872,23.251,2,2,2,4,4,3,Polluted
5.12,6.423,159.2,1329.032,392.962,22.86,2,2,2,4,4,3,Polluted
6.034,6.423,186.628,584.946,404.692,21.589,2,2,2,4,4,3,Polluted
5.816,6.423,213.998,1561.29,400.782,22.469,2,2,2,1,4,3,Polluted
5.462,6.423,241.377,270.968,410.557,22.274,2,2,2,3,4,3,Polluted
5.355,6.423,268.869,735.484,402.737,22.665,2,2,2,4,4,3,Polluted
4.589,6.423,296.118,290.323,414.467,23.838,2,2,2,3,4,3,Polluted
4.454,6.45,323.561,1593.548,402.737,24.033,2,2,3,1,4,3,Polluted
3.997,6.45,350.932,286.022,406.647,24.424,1,2,3,3,4,3,Polluted
4.633,6.45,378.384,1610.753,396.872,23.936,2,2,3,1,4,3,Polluted
4.402,6.478,405.779,1574.193,392.962,24.033,2,2,3,1,4,3,Polluted
4.661,6.423,100.657,1578.495,404.692,24.033,2,2,2,1,4,3,Polluted
4.854,6.45,73.197,668.817,400.782,23.936,2,2,2,4,4,3,Polluted
4.558,6.615,45.777,286.022,400.782,24.522,2,3,2,3,4,3,Polluted
4.051,6.725,18.309,1576.344,394.917,25.011,2,3,1,1,4,3,Polluted
3.893,6.533,9.143,1589.247,406.647,24.815,1,3,1,1,4,3,Polluted
4.308,6.56,36.587,1578.495,414.467,24.815,2,3,2,1,4,3,Polluted
4.308,6.45,64.031,286.022,406.647,24.424,2,2,2,3,4,3,Polluted
3.696,6.423,91.458,1565.591,406.647,24.327,1,2,2,1,4,3,Polluted
3.936,6.45,118.951,1606.452,406.647,23.838,1,2,2,1,4,3,Polluted
5.296,6.423,146.386,270.968,402.737,22.665,2,2,2,3,4,3,Polluted
4.146,6.478,173.847,1518.28,414.467,23.154,2,2,2,1,4,3,Polluted
5.541,6.478,201.404,279.57,402.737,21.981,2,2,2,3,4,3,Polluted
5.238,6.45,228.913,262.366,410.557,22.176,2,2,2,3,4,3,Polluted
